ParamNum,State,Frequency,MultiStableState,Stability Type,RepNum,Motif
678.0,'00',0.228,'00 01 10',3,3,TSSA
678.0,'01',0.1,'00 01 10',3,3,TSSA
678.0,'10',0.672,'00 01 10',3,3,TSSA
679.0,'01',0.938,'01 10',2,3,TSSA
679.0,'10',0.062,'01 10',2,3,TSSA
680.0,'01',0.402,'01 10',2,3,TSSA
680.0,'10',0.598,'01 10',2,3,TSSA
681.0,'10',1.0,'10',1,3,TSSA
682.0,'01',1.0,'01',1,3,TSSA
683.0,'00',0.246,'00 10',2,3,TSSA
683.0,'10',0.754,'00 10',2,3,TSSA
684.0,'01',0.112,'01 10',2,3,TSSA
684.0,'10',0.888,'01 10',2,3,TSSA
685.0,'01',0.026,'01 10',2,3,TSSA
685.0,'10',0.974,'01 10',2,3,TSSA
686.0,'10',1.0,'10',1,3,TSSA
687.0,'01',0.111,'01 10',2,3,TSSA
687.0,'10',0.889,'01 10',2,3,TSSA
688.0,'01',0.274,'01 10',2,3,TSSA
688.0,'10',0.726,'01 10',2,3,TSSA
689.0,'01',0.158,'01 10',2,3,TSSA
689.0,'10',0.842,'01 10',2,3,TSSA
690.0,'01',0.934,'01 10',2,3,TSSA
690.0,'10',0.066,'01 10',2,3,TSSA
691.0,'10',1.0,'10',1,3,TSSA
692.0,'01',0.538,'01 10',2,3,TSSA
692.0,'10',0.462,'01 10',2,3,TSSA
693.0,'00',0.002,'00 01 10',3,3,TSSA
693.0,'01',0.564,'00 01 10',3,3,TSSA
693.0,'10',0.434,'00 01 10',3,3,TSSA
694.0,'01',0.204,'01 10',2,3,TSSA
694.0,'10',0.796,'01 10',2,3,TSSA
695.0,'01',0.025,'01 10',2,3,TSSA
695.0,'10',0.975,'01 10',2,3,TSSA
696.0,'00',0.131,'00 01',2,3,TSSA
696.0,'01',0.869,'00 01',2,3,TSSA
697.0,'01',0.27,'01 10',2,3,TSSA
697.0,'10',0.73,'01 10',2,3,TSSA
698.0,'01',0.258,'01 10',2,3,TSSA
698.0,'10',0.742,'01 10',2,3,TSSA
699.0,'01',1.0,'01',1,3,TSSA
700.0,'01',0.935,'01 10',2,3,TSSA
700.0,'10',0.065,'01 10',2,3,TSSA
701.0,'10',1.0,'10',1,3,TSSA
702.0,'01',0.932,'01 10',2,3,TSSA
702.0,'10',0.068,'01 10',2,3,TSSA
703.0,'00',0.035,'00 01 10',3,3,TSSA
703.0,'01',0.043,'00 01 10',3,3,TSSA
703.0,'10',0.922,'00 01 10',3,3,TSSA
704.0,'01',0.795,'01 10',2,3,TSSA
704.0,'10',0.205,'01 10',2,3,TSSA
705.0,'01',0.432,'01 10',2,3,TSSA
705.0,'10',0.568,'01 10',2,3,TSSA
706.0,'01',0.27,'01 10',2,3,TSSA
706.0,'10',0.73,'01 10',2,3,TSSA
707.0,'01',0.767,'01 10',2,3,TSSA
707.0,'10',0.233,'01 10',2,3,TSSA
708.0,'00',0.826,'00 01',2,3,TSSA
708.0,'01',0.174,'00 01',2,3,TSSA
709.0,'01',0.498,'01 10',2,3,TSSA
709.0,'10',0.502,'01 10',2,3,TSSA
710.0,'01',0.898,'01 10',2,3,TSSA
710.0,'10',0.102,'01 10',2,3,TSSA
711.0,'01',0.702,'01 10',2,3,TSSA
711.0,'10',0.298,'01 10',2,3,TSSA
712.0,'01',0.049,'01 10',2,3,TSSA
712.0,'10',0.951,'01 10',2,3,TSSA
713.0,'00',0.001,'00 01 10',3,3,TSSA
713.0,'01',0.139,'00 01 10',3,3,TSSA
713.0,'10',0.86,'00 01 10',3,3,TSSA
714.0,'10',1.0,'10',1,3,TSSA
715.0,'00',0.272,'00 01',2,3,TSSA
715.0,'01',0.728,'00 01',2,3,TSSA
716.0,'01',0.82,'01 10',2,3,TSSA
716.0,'10',0.18,'01 10',2,3,TSSA
717.0,'01',0.058,'01 10',2,3,TSSA
717.0,'10',0.942,'01 10',2,3,TSSA
718.0,'01',0.223,'01 10',2,3,TSSA
718.0,'10',0.777,'01 10',2,3,TSSA
719.0,'00',0.008,'00 01 10',3,3,TSSA
719.0,'01',0.846,'00 01 10',3,3,TSSA
719.0,'10',0.146,'00 01 10',3,3,TSSA
720.0,'01',0.578,'01 10',2,3,TSSA
720.0,'10',0.422,'01 10',2,3,TSSA
721.0,'01',0.578,'01 10',2,3,TSSA
721.0,'10',0.422,'01 10',2,3,TSSA
722.0,'10',1.0,'10',1,3,TSSA
723.0,'01',0.135,'01 10',2,3,TSSA
723.0,'10',0.865,'01 10',2,3,TSSA
724.0,'01',0.265,'01 10',2,3,TSSA
724.0,'10',0.735,'01 10',2,3,TSSA
725.0,'01',0.211,'01 10',2,3,TSSA
725.0,'10',0.789,'01 10',2,3,TSSA
726.0,'00',0.099,'00 10',2,3,TSSA
726.0,'10',0.901,'00 10',2,3,TSSA
727.0,'00',0.107,'00 01',2,3,TSSA
727.0,'01',0.893,'00 01',2,3,TSSA
728.0,'10',1.0,'10',1,3,TSSA
729.0,'01',0.591,'01 10',2,3,TSSA
729.0,'10',0.409,'01 10',2,3,TSSA
730.0,'01',0.042,'01 10',2,3,TSSA
730.0,'10',0.958,'01 10',2,3,TSSA
731.0,'10',1.0,'10',1,3,TSSA
732.0,'01',1.0,'01',1,3,TSSA
733.0,'01',1.0,'01',1,3,TSSA
734.0,'01',0.327,'01 10',2,3,TSSA
734.0,'10',0.673,'01 10',2,3,TSSA
735.0,'01',0.277,'01 10',2,3,TSSA
735.0,'10',0.723,'01 10',2,3,TSSA
736.0,'10',1.0,'10',1,3,TSSA
737.0,'01',0.702,'01 10',2,3,TSSA
737.0,'10',0.298,'01 10',2,3,TSSA
738.0,'01',1.0,'01',1,3,TSSA
739.0,'01',0.78,'01 10',2,3,TSSA
739.0,'10',0.22,'01 10',2,3,TSSA
740.0,'01',0.829,'01 10',2,3,TSSA
740.0,'10',0.171,'01 10',2,3,TSSA
741.0,'01',0.994,'01 10',2,3,TSSA
741.0,'10',0.006,'01 10',2,3,TSSA
742.0,'01',0.245,'01 10',2,3,TSSA
742.0,'10',0.755,'01 10',2,3,TSSA
743.0,'00',0.054,'00 01',2,3,TSSA
743.0,'01',0.946,'00 01',2,3,TSSA
744.0,'00',0.849,'00 10',2,3,TSSA
744.0,'10',0.151,'00 10',2,3,TSSA
745.0,'01',0.19,'01 10',2,3,TSSA
745.0,'10',0.81,'01 10',2,3,TSSA
746.0,'00',0.054,'00 01 10',3,3,TSSA
746.0,'01',0.894,'00 01 10',3,3,TSSA
746.0,'10',0.052,'00 01 10',3,3,TSSA
747.0,'01',0.434,'01 10',2,3,TSSA
747.0,'10',0.566,'01 10',2,3,TSSA
748.0,'01',0.879,'01 10',2,3,TSSA
748.0,'10',0.121,'01 10',2,3,TSSA
749.0,'01',0.992,'01 10',2,3,TSSA
749.0,'10',0.008,'01 10',2,3,TSSA
750.0,'01',0.226,'01 10',2,3,TSSA
750.0,'10',0.774,'01 10',2,3,TSSA
751.0,'01',0.001,'01 10',2,3,TSSA
751.0,'10',0.999,'01 10',2,3,TSSA
752.0,'01',0.582,'01 10',2,3,TSSA
752.0,'10',0.418,'01 10',2,3,TSSA
753.0,'01',0.24,'01 10',2,3,TSSA
753.0,'10',0.76,'01 10',2,3,TSSA
754.0,'00',0.172,'00 01 10',3,3,TSSA
754.0,'01',0.61,'00 01 10',3,3,TSSA
754.0,'10',0.218,'00 01 10',3,3,TSSA
755.0,'01',0.283,'01 10',2,3,TSSA
755.0,'10',0.717,'01 10',2,3,TSSA
756.0,'01',0.941,'01 10',2,3,TSSA
756.0,'10',0.059,'01 10',2,3,TSSA
757.0,'01',0.147,'01 10',2,3,TSSA
757.0,'10',0.853,'01 10',2,3,TSSA
758.0,'01',0.237,'01 10',2,3,TSSA
758.0,'10',0.763,'01 10',2,3,TSSA
759.0,'10',1.0,'10',1,3,TSSA
760.0,'10',1.0,'10',1,3,TSSA
761.0,'01',0.694,'01 10',2,3,TSSA
761.0,'10',0.306,'01 10',2,3,TSSA
762.0,'01',0.596,'01 10',2,3,TSSA
762.0,'10',0.404,'01 10',2,3,TSSA
763.0,'01',1.0,'01',1,3,TSSA
764.0,'00',0.001,'00 01 10',3,3,TSSA
764.0,'01',0.978,'00 01 10',3,3,TSSA
764.0,'10',0.021,'00 01 10',3,3,TSSA
765.0,'01',0.063,'01 10',2,3,TSSA
765.0,'10',0.937,'01 10',2,3,TSSA
766.0,'10',1.0,'10',1,3,TSSA
767.0,'01',0.859,'01 10',2,3,TSSA
767.0,'10',0.141,'01 10',2,3,TSSA
768.0,'01',0.889,'01 10',2,3,TSSA
768.0,'10',0.111,'01 10',2,3,TSSA
769.0,'01',0.635,'01 10',2,3,TSSA
769.0,'10',0.365,'01 10',2,3,TSSA
770.0,'01',1.0,'01',1,3,TSSA
771.0,'01',0.169,'01 10',2,3,TSSA
771.0,'10',0.831,'01 10',2,3,TSSA
772.0,'00',0.002,'00 01 10',3,3,TSSA
772.0,'01',0.123,'00 01 10',3,3,TSSA
772.0,'10',0.875,'00 01 10',3,3,TSSA
773.0,'01',0.862,'01 10',2,3,TSSA
773.0,'10',0.138,'01 10',2,3,TSSA
774.0,'01',0.703,'01 10',2,3,TSSA
774.0,'10',0.297,'01 10',2,3,TSSA
775.0,'01',0.186,'01 10',2,3,TSSA
775.0,'10',0.814,'01 10',2,3,TSSA
776.0,'01',0.179,'01 10',2,3,TSSA
776.0,'10',0.821,'01 10',2,3,TSSA
777.0,'01',0.841,'01 10',2,3,TSSA
777.0,'10',0.159,'01 10',2,3,TSSA
778.0,'01',0.06,'01 10',2,3,TSSA
778.0,'10',0.94,'01 10',2,3,TSSA
779.0,'01',0.841,'01 10',2,3,TSSA
779.0,'10',0.159,'01 10',2,3,TSSA
780.0,'00',0.017,'00 01 10',3,3,TSSA
780.0,'01',0.022,'00 01 10',3,3,TSSA
780.0,'10',0.961,'00 01 10',3,3,TSSA
781.0,'00',0.005,'00 01 10',3,3,TSSA
781.0,'01',0.42,'00 01 10',3,3,TSSA
781.0,'10',0.575,'00 01 10',3,3,TSSA
782.0,'01',0.962,'01 10',2,3,TSSA
782.0,'10',0.038,'01 10',2,3,TSSA
783.0,'01',0.153,'01 10',2,3,TSSA
783.0,'10',0.847,'01 10',2,3,TSSA
784.0,'00',0.138,'00 01 10',3,3,TSSA
784.0,'01',0.004,'00 01 10',3,3,TSSA
784.0,'10',0.858,'00 01 10',3,3,TSSA
785.0,'01',1.0,'01',1,3,TSSA
786.0,'01',0.042,'01 10',2,3,TSSA
786.0,'10',0.958,'01 10',2,3,TSSA
787.0,'01',0.909,'01 10',2,3,TSSA
787.0,'10',0.091,'01 10',2,3,TSSA
788.0,'00',0.21,'00 01 10',3,3,TSSA
788.0,'01',0.019,'00 01 10',3,3,TSSA
788.0,'10',0.771,'00 01 10',3,3,TSSA
789.0,'00',0.218,'00 01',2,3,TSSA
789.0,'01',0.782,'00 01',2,3,TSSA
790.0,'10',1.0,'10',1,3,TSSA
791.0,'01',0.086,'01 10',2,3,TSSA
791.0,'10',0.914,'01 10',2,3,TSSA
792.0,'01',0.14,'01 10',2,3,TSSA
792.0,'10',0.86,'01 10',2,3,TSSA
793.0,'01',0.096,'01 10',2,3,TSSA
793.0,'10',0.904,'01 10',2,3,TSSA
794.0,'01',0.523,'01 10',2,3,TSSA
794.0,'10',0.477,'01 10',2,3,TSSA
795.0,'00',0.001,'00 01 10',3,3,TSSA
795.0,'01',0.128,'00 01 10',3,3,TSSA
795.0,'10',0.871,'00 01 10',3,3,TSSA
796.0,'01',0.776,'01 10',2,3,TSSA
796.0,'10',0.224,'01 10',2,3,TSSA
797.0,'01',0.894,'01 10',2,3,TSSA
797.0,'10',0.106,'01 10',2,3,TSSA
798.0,'01',0.847,'01 10',2,3,TSSA
798.0,'10',0.153,'01 10',2,3,TSSA
799.0,'01',0.015,'01 10',2,3,TSSA
799.0,'10',0.985,'01 10',2,3,TSSA
800.0,'01',0.906,'01 10',2,3,TSSA
800.0,'10',0.094,'01 10',2,3,TSSA
801.0,'10',1.0,'10',1,3,TSSA
802.0,'00',0.0010245901639344263,'00 01 10',3,3,TSSA
802.0,'01',0.9118852459016393,'00 01 10',3,3,TSSA
802.0,'10',0.08709016393442623,'00 01 10',3,3,TSSA
803.0,'01',0.439,'01 10',2,3,TSSA
803.0,'10',0.561,'01 10',2,3,TSSA
804.0,'01',1.0,'01',1,3,TSSA
805.0,'10',1.0,'10',1,3,TSSA
806.0,'01',1.0,'01',1,3,TSSA
807.0,'00',0.001,'00 01 10',3,3,TSSA
807.0,'01',0.683,'00 01 10',3,3,TSSA
807.0,'10',0.316,'00 01 10',3,3,TSSA
808.0,'01',0.039,'01 10',2,3,TSSA
808.0,'10',0.961,'01 10',2,3,TSSA
809.0,'01',0.206,'01 10',2,3,TSSA
809.0,'10',0.794,'01 10',2,3,TSSA
810.0,'01',0.484,'01 10',2,3,TSSA
810.0,'10',0.516,'01 10',2,3,TSSA
811.0,'01',0.634,'01 10',2,3,TSSA
811.0,'10',0.366,'01 10',2,3,TSSA
812.0,'01',0.888,'01 10',2,3,TSSA
812.0,'10',0.112,'01 10',2,3,TSSA
813.0,'00',0.767,'00 01',2,3,TSSA
813.0,'01',0.233,'00 01',2,3,TSSA
814.0,'01',0.613,'01 10',2,3,TSSA
814.0,'10',0.387,'01 10',2,3,TSSA
815.0,'01',0.491,'01 10',2,3,TSSA
815.0,'10',0.509,'01 10',2,3,TSSA
816.0,'01',0.915,'01 10',2,3,TSSA
816.0,'10',0.085,'01 10',2,3,TSSA
817.0,'01',0.112,'01 10',2,3,TSSA
817.0,'10',0.888,'01 10',2,3,TSSA
818.0,'00',0.577,'00 01',2,3,TSSA
818.0,'01',0.423,'00 01',2,3,TSSA
819.0,'10',1.0,'10',1,3,TSSA
820.0,'00',0.011,'00 01 10',3,3,TSSA
820.0,'01',0.171,'00 01 10',3,3,TSSA
820.0,'10',0.818,'00 01 10',3,3,TSSA
821.0,'10',1.0,'10',1,3,TSSA
822.0,'01',0.044,'01 10',2,3,TSSA
822.0,'10',0.956,'01 10',2,3,TSSA
823.0,'00',0.001,'00 01 10',3,3,TSSA
823.0,'01',0.123,'00 01 10',3,3,TSSA
823.0,'10',0.876,'00 01 10',3,3,TSSA
824.0,'01',0.003,'01 10',2,3,TSSA
824.0,'10',0.997,'01 10',2,3,TSSA
825.0,'01',0.719,'01 10',2,3,TSSA
825.0,'10',0.281,'01 10',2,3,TSSA
826.0,'01',0.958,'01 10',2,3,TSSA
826.0,'10',0.042,'01 10',2,3,TSSA
827.0,'01',0.823,'01 10',2,3,TSSA
827.0,'10',0.177,'01 10',2,3,TSSA
828.0,'00',0.329,'00 01 10',3,3,TSSA
828.0,'01',0.478,'00 01 10',3,3,TSSA
828.0,'10',0.193,'00 01 10',3,3,TSSA
829.0,'01',0.383,'01 10',2,3,TSSA
829.0,'10',0.617,'01 10',2,3,TSSA
830.0,'01',0.467,'01 10',2,3,TSSA
830.0,'10',0.533,'01 10',2,3,TSSA
831.0,'01',0.005,'01 10',2,3,TSSA
831.0,'10',0.995,'01 10',2,3,TSSA
832.0,'00',0.164,'00 01 10',3,3,TSSA
832.0,'01',0.826,'00 01 10',3,3,TSSA
832.0,'10',0.01,'00 01 10',3,3,TSSA
833.0,'01',0.39,'01 10',2,3,TSSA
833.0,'10',0.61,'01 10',2,3,TSSA
834.0,'01',0.145,'01 10',2,3,TSSA
834.0,'10',0.855,'01 10',2,3,TSSA
835.0,'01',1.0,'01',1,3,TSSA
836.0,'00',0.004,'00 01 10',3,3,TSSA
836.0,'01',0.126,'00 01 10',3,3,TSSA
836.0,'10',0.87,'00 01 10',3,3,TSSA
837.0,'00',0.002,'00 01 10',3,3,TSSA
837.0,'01',0.18,'00 01 10',3,3,TSSA
837.0,'10',0.818,'00 01 10',3,3,TSSA
838.0,'01',0.981,'01 10',2,3,TSSA
838.0,'10',0.019,'01 10',2,3,TSSA
839.0,'01',0.007,'01 10',2,3,TSSA
839.0,'10',0.993,'01 10',2,3,TSSA
840.0,'00',0.902,'00 01',2,3,TSSA
840.0,'01',0.098,'00 01',2,3,TSSA
841.0,'00',0.001,'00 01 10',3,3,TSSA
841.0,'01',0.82,'00 01 10',3,3,TSSA
841.0,'10',0.179,'00 01 10',3,3,TSSA
842.0,'01',0.957,'01 10',2,3,TSSA
842.0,'10',0.043,'01 10',2,3,TSSA
843.0,'01',0.139,'01 10',2,3,TSSA
843.0,'10',0.861,'01 10',2,3,TSSA
844.0,'00',0.06,'00 01',2,3,TSSA
844.0,'01',0.94,'00 01',2,3,TSSA
845.0,'01',0.211,'01 10',2,3,TSSA
845.0,'10',0.789,'01 10',2,3,TSSA
846.0,'01',1.0,'01',1,3,TSSA
847.0,'10',1.0,'10',1,3,TSSA
848.0,'01',0.153,'01 10',2,3,TSSA
848.0,'10',0.847,'01 10',2,3,TSSA
849.0,'01',0.826,'01 10',2,3,TSSA
849.0,'10',0.174,'01 10',2,3,TSSA
850.0,'01',0.454,'01 10',2,3,TSSA
850.0,'10',0.546,'01 10',2,3,TSSA
851.0,'01',0.571,'01 10',2,3,TSSA
851.0,'10',0.429,'01 10',2,3,TSSA
852.0,'01',0.003,'01 10',2,3,TSSA
852.0,'10',0.997,'01 10',2,3,TSSA
853.0,'01',0.217,'01 10',2,3,TSSA
853.0,'10',0.783,'01 10',2,3,TSSA
854.0,'01',0.283,'01 10',2,3,TSSA
854.0,'10',0.717,'01 10',2,3,TSSA
855.0,'01',0.571,'01 10',2,3,TSSA
855.0,'10',0.429,'01 10',2,3,TSSA
856.0,'00',0.367,'00 01 10',3,3,TSSA
856.0,'01',0.49,'00 01 10',3,3,TSSA
856.0,'10',0.143,'00 01 10',3,3,TSSA
857.0,'01',0.08,'01 10',2,3,TSSA
857.0,'10',0.92,'01 10',2,3,TSSA
858.0,'00',0.886,'00 10',2,3,TSSA
858.0,'10',0.114,'00 10',2,3,TSSA
859.0,'01',0.127,'01 10',2,3,TSSA
859.0,'10',0.873,'01 10',2,3,TSSA
860.0,'01',0.859,'01 10',2,3,TSSA
860.0,'10',0.141,'01 10',2,3,TSSA
861.0,'01',0.977,'01 10',2,3,TSSA
861.0,'10',0.023,'01 10',2,3,TSSA
862.0,'01',0.922,'01 10',2,3,TSSA
862.0,'10',0.078,'01 10',2,3,TSSA
863.0,'01',1.0,'01',1,3,TSSA
864.0,'01',0.956,'01 10',2,3,TSSA
864.0,'10',0.044,'01 10',2,3,TSSA
865.0,'01',0.182,'01 10',2,3,TSSA
865.0,'10',0.818,'01 10',2,3,TSSA
866.0,'00',0.001001001001001001,'00 01 10',3,3,TSSA
866.0,'01',0.8828828828828829,'00 01 10',3,3,TSSA
866.0,'10',0.11611611611611612,'00 01 10',3,3,TSSA
867.0,'01',0.536,'01 10',2,3,TSSA
867.0,'10',0.464,'01 10',2,3,TSSA
868.0,'01',0.527,'01 10',2,3,TSSA
868.0,'10',0.473,'01 10',2,3,TSSA
869.0,'01',1.0,'01',1,3,TSSA
870.0,'01',0.561,'01 10',2,3,TSSA
870.0,'10',0.439,'01 10',2,3,TSSA
871.0,'00',0.43243243243243246,'00 10',2,3,TSSA
871.0,'10',0.5675675675675675,'00 10',2,3,TSSA
872.0,'01',0.584,'01 10',2,3,TSSA
872.0,'10',0.416,'01 10',2,3,TSSA
873.0,'01',0.872,'01 10',2,3,TSSA
873.0,'10',0.128,'01 10',2,3,TSSA
874.0,'01',0.133,'01 10',2,3,TSSA
874.0,'10',0.867,'01 10',2,3,TSSA
875.0,'01',0.931,'01 10',2,3,TSSA
875.0,'10',0.069,'01 10',2,3,TSSA
876.0,'01',0.286,'01 10',2,3,TSSA
876.0,'10',0.714,'01 10',2,3,TSSA
877.0,'01',1.0,'01',1,3,TSSA
878.0,'01',0.976,'01 10',2,3,TSSA
878.0,'10',0.024,'01 10',2,3,TSSA
879.0,'01',1.0,'01',1,3,TSSA
880.0,'01',1.0,'01',1,3,TSSA
881.0,'01',0.833,'01 10',2,3,TSSA
881.0,'10',0.167,'01 10',2,3,TSSA
882.0,'01',0.069,'01 10',2,3,TSSA
882.0,'10',0.931,'01 10',2,3,TSSA
883.0,'01',1.0,'01',1,3,TSSA
884.0,'01',0.97,'01 10',2,3,TSSA
884.0,'10',0.03,'01 10',2,3,TSSA
885.0,'01',0.921,'01 10',2,3,TSSA
885.0,'10',0.079,'01 10',2,3,TSSA
886.0,'01',0.11,'01 10',2,3,TSSA
886.0,'10',0.89,'01 10',2,3,TSSA
887.0,'01',0.799,'01 10',2,3,TSSA
887.0,'10',0.201,'01 10',2,3,TSSA
888.0,'01',0.906,'01 10',2,3,TSSA
888.0,'10',0.094,'01 10',2,3,TSSA
889.0,'10',1.0,'10',1,3,TSSA
890.0,'01',1.0,'01',1,3,TSSA
891.0,'01',0.303,'01 10',2,3,TSSA
891.0,'10',0.697,'01 10',2,3,TSSA
892.0,'01',0.993,'01 10',2,3,TSSA
892.0,'10',0.007,'01 10',2,3,TSSA
893.0,'10',1.0,'10',1,3,TSSA
894.0,'01',0.894,'01 10',2,3,TSSA
894.0,'10',0.106,'01 10',2,3,TSSA
895.0,'01',1.0,'01',1,3,TSSA
896.0,'01',0.615,'01 10',2,3,TSSA
896.0,'10',0.385,'01 10',2,3,TSSA
897.0,'01',0.943,'01 10',2,3,TSSA
897.0,'10',0.057,'01 10',2,3,TSSA
898.0,'00',1.0,'00',1,3,TSSA
899.0,'01',0.851,'01 10',2,3,TSSA
899.0,'10',0.149,'01 10',2,3,TSSA
900.0,'01',0.073,'01 10',2,3,TSSA
900.0,'10',0.927,'01 10',2,3,TSSA
901.0,'01',1.0,'01',1,3,TSSA
902.0,'00',0.037,'00 01 10',3,3,TSSA
902.0,'01',0.955,'00 01 10',3,3,TSSA
902.0,'10',0.008,'00 01 10',3,3,TSSA
903.0,'01',0.424,'01 10',2,3,TSSA
903.0,'10',0.576,'01 10',2,3,TSSA
904.0,'01',0.716,'01 10',2,3,TSSA
904.0,'10',0.284,'01 10',2,3,TSSA
905.0,'10',1.0,'10',1,3,TSSA
906.0,'10',1.0,'10',1,3,TSSA
907.0,'01',0.823,'01 10',2,3,TSSA
907.0,'10',0.177,'01 10',2,3,TSSA
908.0,'01',0.01,'01 10',2,3,TSSA
908.0,'10',0.99,'01 10',2,3,TSSA
909.0,'01',0.147,'01 10',2,3,TSSA
909.0,'10',0.853,'01 10',2,3,TSSA
910.0,'01',0.714,'01 10',2,3,TSSA
910.0,'10',0.286,'01 10',2,3,TSSA
911.0,'00',0.287,'00 01 10',3,3,TSSA
911.0,'01',0.703,'00 01 10',3,3,TSSA
911.0,'10',0.01,'00 01 10',3,3,TSSA
912.0,'01',0.986,'01 10',2,3,TSSA
912.0,'10',0.014,'01 10',2,3,TSSA
913.0,'01',0.938,'01 10',2,3,TSSA
913.0,'10',0.062,'01 10',2,3,TSSA
914.0,'01',0.147,'01 10',2,3,TSSA
914.0,'10',0.853,'01 10',2,3,TSSA
915.0,'01',1.0,'01',1,3,TSSA
916.0,'10',1.0,'10',1,3,TSSA
917.0,'01',0.77,'01 10',2,3,TSSA
917.0,'10',0.23,'01 10',2,3,TSSA
918.0,'01',0.617,'01 10',2,3,TSSA
918.0,'10',0.383,'01 10',2,3,TSSA
919.0,'01',0.75,'01 10',2,3,TSSA
919.0,'10',0.25,'01 10',2,3,TSSA
920.0,'01',0.968,'01 10',2,3,TSSA
920.0,'10',0.032,'01 10',2,3,TSSA
921.0,'01',0.9,'01 10',2,3,TSSA
921.0,'10',0.1,'01 10',2,3,TSSA
922.0,'01',0.072,'01 10',2,3,TSSA
922.0,'10',0.928,'01 10',2,3,TSSA
923.0,'01',0.9,'01 10',2,3,TSSA
923.0,'10',0.1,'01 10',2,3,TSSA
924.0,'10',1.0,'10',1,3,TSSA
925.0,'01',0.854,'01 10',2,3,TSSA
925.0,'10',0.146,'01 10',2,3,TSSA
926.0,'01',0.813,'01 10',2,3,TSSA
926.0,'10',0.187,'01 10',2,3,TSSA
927.0,'00',0.326,'00 10',2,3,TSSA
927.0,'10',0.674,'00 10',2,3,TSSA
928.0,'10',1.0,'10',1,3,TSSA
929.0,'00',0.247,'00 10',2,3,TSSA
929.0,'10',0.753,'00 10',2,3,TSSA
930.0,'01',0.648,'01 10',2,3,TSSA
930.0,'10',0.352,'01 10',2,3,TSSA
931.0,'01',1.0,'01',1,3,TSSA
932.0,'00',0.022,'00 10',2,3,TSSA
932.0,'10',0.978,'00 10',2,3,TSSA
933.0,'01',0.419,'01 10',2,3,TSSA
933.0,'10',0.581,'01 10',2,3,TSSA
934.0,'01',0.761,'01 10',2,3,TSSA
934.0,'10',0.239,'01 10',2,3,TSSA
935.0,'01',0.183,'01 10',2,3,TSSA
935.0,'10',0.817,'01 10',2,3,TSSA
936.0,'01',0.092,'01 10',2,3,TSSA
936.0,'10',0.908,'01 10',2,3,TSSA
937.0,'10',1.0,'10',1,3,TSSA
938.0,'00',0.798,'00 01 10',3,3,TSSA
938.0,'01',0.14,'00 01 10',3,3,TSSA
938.0,'10',0.062,'00 01 10',3,3,TSSA
939.0,'01',0.974,'01 10',2,3,TSSA
939.0,'10',0.026,'01 10',2,3,TSSA
940.0,'00',0.998997995991984,'00 10',2,3,TSSA
940.0,'10',0.001002004008016032,'00 10',2,3,TSSA
941.0,'01',0.983,'01 10',2,3,TSSA
941.0,'10',0.017,'01 10',2,3,TSSA
942.0,'01',0.817,'01 10',2,3,TSSA
942.0,'10',0.183,'01 10',2,3,TSSA
943.0,'01',0.984,'01 10',2,3,TSSA
943.0,'10',0.016,'01 10',2,3,TSSA
944.0,'01',0.942,'01 10',2,3,TSSA
944.0,'10',0.058,'01 10',2,3,TSSA
945.0,'01',0.31,'01 10',2,3,TSSA
945.0,'10',0.69,'01 10',2,3,TSSA
946.0,'00',0.047,'00 10',2,3,TSSA
946.0,'10',0.953,'00 10',2,3,TSSA
947.0,'01',1.0,'01',1,3,TSSA
948.0,'01',0.942,'01 10',2,3,TSSA
948.0,'10',0.058,'01 10',2,3,TSSA
949.0,'01',0.191,'01 10',2,3,TSSA
949.0,'10',0.809,'01 10',2,3,TSSA
950.0,'01',0.335,'01 10',2,3,TSSA
950.0,'10',0.665,'01 10',2,3,TSSA
951.0,'01',0.275,'01 10',2,3,TSSA
951.0,'10',0.725,'01 10',2,3,TSSA
952.0,'01',0.954,'01 10',2,3,TSSA
952.0,'10',0.046,'01 10',2,3,TSSA
953.0,'01',0.207,'01 10',2,3,TSSA
953.0,'10',0.793,'01 10',2,3,TSSA
954.0,'01',0.741,'01 10',2,3,TSSA
954.0,'10',0.259,'01 10',2,3,TSSA
955.0,'01',0.967,'01 10',2,3,TSSA
955.0,'10',0.033,'01 10',2,3,TSSA
956.0,'10',1.0,'10',1,3,TSSA
957.0,'01',0.716,'01 10',2,3,TSSA
957.0,'10',0.284,'01 10',2,3,TSSA
958.0,'00',0.254,'00 10',2,3,TSSA
958.0,'10',0.746,'00 10',2,3,TSSA
959.0,'01',1.0,'01',1,3,TSSA
960.0,'01',0.095,'01 10',2,3,TSSA
960.0,'10',0.905,'01 10',2,3,TSSA
961.0,'01',0.936,'01 10',2,3,TSSA
961.0,'10',0.064,'01 10',2,3,TSSA
962.0,'01',0.454,'01 10',2,3,TSSA
962.0,'10',0.546,'01 10',2,3,TSSA
963.0,'01',0.31,'01 10',2,3,TSSA
963.0,'10',0.69,'01 10',2,3,TSSA
964.0,'00',0.182,'00 01',2,3,TSSA
964.0,'01',0.818,'00 01',2,3,TSSA
965.0,'01',0.025,'01 10',2,3,TSSA
965.0,'10',0.975,'01 10',2,3,TSSA
966.0,'01',0.076,'01 10',2,3,TSSA
966.0,'10',0.924,'01 10',2,3,TSSA
967.0,'01',0.907,'01 10',2,3,TSSA
